-5.1097,2.0574,1.1132,-1.7703,-0.95273,-0.98153
-5.0486,2.311,1.3381,-1.7102,-1.1066,-1.0074
-4.9759,2.5529,1.5538,-1.6473,-1.2556,-1.0387
-4.8914,2.7823,1.7594,-1.582,-1.3993,-1.0756
-4.7955,2.9983,1.9541,-1.5146,-1.5376,-1.1183
-4.6883,3.1998,2.1372,-1.4456,-1.6702,-1.1667
-4.5699,3.3861,2.308,-1.3752,-1.797,-1.2212
-4.4407,3.5564,2.4658,-1.3039,-1.9176,-1.2816
-4.301,3.71,2.6102,-1.232,-2.032,-1.3481
-4.151,3.8464,2.7406,-1.1598,-2.1399,-1.4206
-3.9911,3.9649,2.8565,-1.0876,-2.2412,-1.4991
-3.8217,4.0651,2.9576,-1.0158,-2.3359,-1.5835
-3.6431,4.1467,3.0436,-0.94476,-2.4238,-1.6738
-3.4559,4.2093,3.1141,-0.87466,-2.5048,-1.7697
-3.2605,4.2527,3.1691,-0.80582,-2.5788,-1.8711
-3.0573,4.2768,3.2083,-0.73851,-2.6458,-1.9778
-2.847,4.2815,3.2318,-0.67296,-2.7059,-2.0895
-2.6301,4.267,3.2395,-0.60942,-2.7589,-2.206
-2.4071,4.2333,3.2316,-0.54809,-2.8049,-2.3268
-2.1787,4.1806,3.2083,-0.48916,-2.8438,-2.4517
-1.9454,4.1093,3.1697,-0.43282,-2.8759,-2.5803
-1.7081,4.0199,3.1162,-0.37921,-2.9011,-2.7121
-1.4672,3.9127,3.0482,-0.32847,-2.9195,-2.8466
-1.2236,3.7883,2.966,-0.28072,-2.9312,-2.9834
-0.97794,3.6475,2.8703,-0.23605,-2.9363,-3.1219
-0.73097,3.4909,2.7615,-0.19453,-2.935,-3.2616
-0.48347,3.3195,2.6404,-0.15622,-2.9273,-3.4019
-0.23619,3.134,2.5077,-0.12114,-2.9136,-3.542
0.010071,2.9355,2.364,-0.089322,-2.8938,-3.6815
0.25451,2.725,2.2103,-0.060749,-2.8683,-3.8196
0.49632,2.5036,2.0473,-0.035397,-2.8373,-3.9556
0.73467,2.2726,1.8761,-0.013221,-2.8008,-4.0888
0.96873,2.0331,1.6976,0.0058394,-2.7593,-4.2185
1.1977,1.7866,1.5128,0.021865,-2.7128,-4.3438
1.4206,1.5342,1.3228,0.034954,-2.6617,-4.4641
1.6368,1.2774,1.1287,0.045216,-2.6062,-4.5784
1.8453,1.0178,0.93163,0.052782,-2.5465,-4.6861
2.0452,0.75661,0.73271,0.057791,-2.4829,-4.7863
2.2359,0.49553,0.53316,0.060399,-2.4157,-4.8781
2.4163,0.23604,0.33419,0.060773,-2.3452,-4.9608
2.5857,-0.020297,0.13702,0.059091,-2.2716,-5.0335
2.7433,-0.27189,-0.057099,0.055541,-2.1952,-5.0954
2.8881,-0.51717,-0.24693,0.050318,-2.1163,-5.1456
3.0196,-0.75453,-0.43121,0.043627,-2.0351,-5.1834
3.1367,-0.98237,-0.6087,0.035677,-1.9521,-5.2078
3.2388,-1.1991,-0.77814,0.026683,-1.8673,-5.2181
3.3251,-1.4032,-0.93829,0.016864,-1.7812,-5.2135
3.3949,-1.5931,-1.0879,0.0064405,-1.6939,-5.1931
3.4474,-1.7672,-1.2259,-0.0043659,-1.6058,-5.1563
3.4819,-1.924,-1.3509,-0.015333,-1.5171,-5.1023
3.4978,-2.0621,-1.4619,-0.026241,-1.4281,-5.0302
3.4944,-2.18,-1.5577,-0.036872,-1.3389,-4.9395
3.4711,-2.2764,-1.6373,-0.047013,-1.2499,-4.8294
3.4273,-2.3499,-1.6995,-0.056454,-1.1613,-4.6993
3.3624,-2.3992,-1.7434,-0.064993,-1.0733,-4.5486
3.2759,-2.4231,-1.768,-0.072437,-0.98617,-4.3766
3.1672,-2.4205,-1.7725,-0.078597,-0.9,-4.1827
3.0359,-2.3902,-1.7558,-0.083296,-0.81505,-3.9665
2.8816,-2.3313,-1.7174,-0.086369,-0.73147,-3.7275
2.7038,-2.2428,-1.6563,-0.08766,-0.64943,-3.4651
2.5023,-2.1238,-1.5719,-0.087025,-0.56908,-3.1791
2.2765,-1.9736,-1.4637,-0.084335,-0.49055,-2.8689
2.0263,-1.7915,-1.331,-0.079472,-0.41397,-2.5343
1.7514,-1.5767,-1.1734,-0.072334,-0.33943,-2.1749
1.4516,-1.329,-0.99052,-0.062834,-0.26703,-1.7906
1.1267,-1.0477,-0.78194,-0.050899,-0.19683,-1.3811
0.77647,-0.73257,-0.54744,-0.036473,-0.12891,-0.9462
0.40094,-0.38339,-0.28683,-0.019515,-0.063288,-0.48587
4.9738e-14,-4.2633e-14,-1.1102e-15,4.4409e-16,-3.1086e-15,1.9984e-15
